Key,2014,2013,2012,2011,Start,Grade,Pay/Free/Unk/NA,APC,Note,Subject,Group,Area
AP436147,23,43,40,35,1998,A,P,"$1,316 ",,Medicine,M,M
AP231538,12,22,21,23,1998,A,P,$995 ,,Biology,B,M
AP232147,11,21,23,20,2010,A,P,$995 ,,Technology,E&T,S
AP363487,14,36,,,2013,A,P,$980 ,,Chemistry,Sci,S
AP976187,69,93,89,97,2002,A,P,$975 ,,Anthropology,SS,H
AP145698,92,145,102,100,2004,A,P,$975 ,,Ecology,E&L,S
AP104909,40,61,56,104,1992,A,P,$960 ,,Agriculture,E&L,S
AP591330,246,591,309,199,1997,A,P,$955 ,,Mathematics,M&C,S
AP3517149,137,351,233,162,2004,A,P,$955 ,,Mathematics,M&C,S
AP211391,5,21,,,2013,A,P,$953 ,,Medicine,M,M
AP1061085,47,99,104,106,1995,A,P,$943 ,,Zoology,E&L,S
AP338836,30,33,27,21,2010,A,P,$925 ,,Medicine,M,M
AP242282,8,24,21,,2012,A,P,$890 ,,Computer science,M&C,S
AP45010,2,4,,,2013,A,P,$890 ,,Science,Sci,S
AP759293,75,66,65,52,2010,A,P,$883 ,,Agriculture,E&L,S
AP865362,36,75,81,86,2004,A,P,$883 ,,Medicine,M,M
AP2274219,61,89,69,227,2009,A,P,$883 ,,Medicine,M,M
AP326420,17,32,6,,2012,A,P,$883 ,,Medicine,M,M
AP378604,17,32,23,37,2009,A,P,$883 ,,Miscellany,Gen,G
AP1031180,16,103,87,,2012,A,P,$880 ,,Medicine,M,M
AP605286,29,60,53,45,2007,A,P,$870 ,,Medicine,M,M
AP185943,4,12,18,,2012,A,P,$867 ,,Biology,B,M
AP1801387,74,168,180,148,2003,A,P,$864 ,,Medicine,M,M
AP1444840,53,144,118,123,1967,A,P,$850 ,,Medicine,M,M
AP511949,21,49,51,39,2003,A,P,$850 ,,Medicine,M,M
AP897241,46,89,73,53,2009,A,P,$850 ,,Medicine,M,M
AP20322,20,19,16,16,2000,A,P,$850 ,,Zoology,E&L,S
AP416596,9,20,41,10,1995,A,P,$830 ,,Agriculture,E&L,S
AP3028115,146,302,263,270,1986,A,P,$826 ,,Medicine,M,M
AP3798629,171,379,232,68,2004,A,P,$820 ,,Mathematics,M&C,S
AP479308,30,47,38,37,2008,A,P,$800 ,,Agriculture,E&L,S
AP1059574,22,57,105,27,2010,A,P,$800 ,,Biology,B,M
AP1082745,15,16,25,108,2010,A,P,$800 ,,Biology,B,M
AP632612,36,29,63,39,2010,A,P,$800 ,,Biology,B,M
AP1085675,55,46,108,,2012,A,P,$800 ,,Biology,B,M
AP136040,13,12,12,11,2004,A,P,$800 ,,Medicine,M,M
AP1002306,27,30,100,47,2007,A,P,$800 ,,Medicine,M,M
AP1077676,13,63,107,75,2010,A,P,$800 ,,Medicine,M,M
AP1214647,21,30,105,121,2010,A,P,$800 ,,Medicine,M,M
AP125884,29,26,86,125,2010,A,P,$800 ,,Medicine,M,M
AP1309006,48,110,130,112,2010,A,P,$800 ,,Medicine,M,M
AP1383098,23,24,100,138,2010,A,P,$800 ,,Medicine,M,M
AP1536177,15,33,153,76,2010,A,P,$800 ,,Medicine,M,M
AP1543763,51,69,154,51,2010,A,P,$800 ,,Medicine,M,M
AP306952,24,25,30,19,2010,A,P,$800 ,,Medicine,M,M
AP326201,26,32,23,25,2010,A,P,$800 ,,Medicine,M,M
AP399878,16,14,39,25,2010,A,P,$800 , ,Medicine,M,M
AP4072,22,37,40,23,2010,A,P,$800 ,,Medicine,M,M
AP525335,17,27,52,52,2010,A,P,$800 ,,Medicine,M,M
AP532556,11,43,53,52,2010,A,P,$800 ,,Medicine,M,M
AP582469,13,33,58,27,2010,A,P,$800 ,,Medicine,M,M
AP60739,31,21,60,38,2010,A,P,$800 ,,Medicine,M,M
AP616264,25,28,61,32,2010,A,P,$800 ,,Medicine,M,M
AP644155,36,33,64,40,2010,A,P,$800 ,,Medicine,M,M
AP645309,17,25,64,24,2010,A,P,$800 ,,Medicine,M,M
AP664580,19,22,66,60,2010,A,P,$800 ,,Medicine,M,M
AP688841,18,43,68,64,2010,A,P,$800 ,,Medicine,M,M
AP713780,26,41,71,58,2010,A,P,$800 ,,Medicine,M,M
AP791361,25,68,79,28,2010,A,P,$800 ,,Medicine,M,M
AP822224,22,30,82,33,2010,A,P,$800 ,,Medicine,M,M
AP824787,20,22,82,32,2010,A,P,$800 ,,Medicine,M,M
AP884275,32,81,88,41,2010,A,P,$800 ,,Medicine,M,M
AP993942,38,25,99,39,2010,A,P,$800 ,,Medicine,M,M
AP253978,25,19,17,8,2011,A,P,$800 ,,Medicine,M,M
AP426370,17,20,27,42,2011,A,P,$800 ,,Medicine,M,M
AP47537,17,25,35,47,2011,A,P,$800 , ,Medicine,M,M
AP898321,21,74,89,24,2011,A,P,$800 ,,Medicine,M,M
AP298449,20,29,,,2013,A,P,$800 ,,Medicine,M,M
AP944508,58,23,48,94,2010,A,P,$800 ,,Zoology,E&L,S
AP2747048,132,274,152,70,2005,A,P,$795 ,,Mathematics,M&C,S
AP864459,59,86,80,61,2002,A,P,$791 ,,Zoology,E&L,S
AP527250,27,51,52,34,2004,A,P,$780 ,,Medicine,M,M
AP1149967,43,94,114,88,1977,A,P,$764 ,,Biology,B,M
AP228971,5,14,16,22,2007,A,P,$762 ,,Medicine,M,M
AP107619,3,5,5,10,2010,A,P,$752 ,,Medicine,M,M
AP1248325,39,87,124,111,2007,A,P,$751 ,,Medicine,M,M
AP1281557,72,122,128,122,2008,A,P,$751 ,,Medicine,M,M
AP661027,36,39,46,66,2009,A,P,$751 ,,Medicine,M,M
AP748354,34,74,53,51,2009,A,P,$751 ,,Medicine,M,M
AP803686,35,74,80,75,2010,A,P,$751 ,,Medicine,M,M
AP283415,22,24,28,3,2011,A,P,$751 ,,Medicine,M,M
AP1175101,51,117,,,2013,A,P,$750 ,,Agriculture,E&L,S
AP451666,31,41,45,,2012,A,P,$750 ,,Medicine,M,M
AP325065,24,21,32,,2012,A,P,$747 ,,Medicine,M,M
AP1079567,30,107,103,105,2003,A,P,$738 ,,Medicine,M,M
AP198411,8,16,19,9,2006,A,P,$705 ,,Engineering,E&T,S
AP832622,53,83,60,50,1996,A,P,$703 ,,Medicine,M,M
AP377472,7,31,30,37,2004,A,P,$700 ,,Biology,B,M
AP89424,3,5,8,8,2006,A,P,$700 ,,Medicine,M,M
AP235220,23,16,10,9,2009,A,P,$698 ,,Medicine,M,M
AP1469652,75,125,146,140,1920,A,P,$691 ,,Medicine,M,M
AP89442,8,2,,,2013,A,P,$690 ,,Economics,SS,H
AP167896,4,16,14,15,2001,A,P,$669 ,,Earth Sciences,E&L,S
AP1028326,36,102,78,48,2005,A,P,$662 ,,Medicine,M,M
AP727376,13,39,72,46,2001,A,P,$660 ,,Medicine,M,M
AP604388,29,53,60,55,1991,A,P,$654 ,,Medicine,M,M
AP25301724,336,995,2044,2530,2002,A,P,$650 ,,Biology,B,M
AP1031656,28,83,103,103,2003,A,P,$650 ,,Computer science,M&C,S
AP504305,26,50,42,4,2011,A,P,$650 ,,Medicine,M,M
AP778208,32,66,77,51,2009,A,P,$645 ,,Medicine,M,M
AP268127,26,19,,,2013,A,P,$640 ,,Medicine,M,M
AP223773,12,22,22,13,2010,A,P,$630 ,,Medicine,M,M
AP33855,19,33,12,9,2010,A,P,$623 ,,Biology,B,M
AP38246,17,38,27,22,2000,A,P,$622 ,,Medicine,M,M
AP191732,5,12,19,18,2010,A,P,$619 ,,Medicine,M,M
AP1904410,55,190,121,120,1993,A,P,$605 ,,Medicine,M,M
AP9029445,272,885,796,902,2006,A,P,$600 ,,Agriculture,E&L,S
AP571952,24,24,57,12,2010,A,P,$600 ,,Agriculture,E&L,S
AP649889,29,26,64,28,2010,A,P,$600 ,,Agriculture,E&L,S
AP702622,23,36,70,56,2010,A,P,$600 ,,Agriculture,E&L,S
AP1229301,35,83,81,122,1998,A,P,$600 ,,Biology,B,M
AP24587,14,24,,,2013,A,P,$600 ,,Biology,B,M
AP225878,22,12,,,2013,A,P,$600 ,,Chemistry,Sci,S
AP256932,21,25,,,2013,A,P,$600 ,,Chemistry,Sci,S
AP773983,10,32,77,9,2007,A,P,$600 ,,Computer science,M&C,S
AP1065181,41,57,106,24,2010,A,P,$600 ,,Computer science,M&C,S
AP592733,17,31,59,30,2010,A,P,$600 ,,Computer science,M&C,S
AP412997,14,14,41,29,2010,A,P,$600 ,,Engineering,E&T,S
AP613715,10,27,61,16,2010,A,P,$600 ,,Engineering,E&T,S
AP664916,46,25,66,14,2010,A,P,$600 ,,Engineering,E&T,S
AP738656,40,28,73,54,2010,A,P,$600 ,,Engineering,E&T,S
AP26739,26,26,,,2013,A,P,$600 ,,Engineering,E&T,S
AP364635,36,23,,,2013,A,P,$600 ,,Engineering,E&T,S
AP682905,28,68,,,2013,A,P,$600 ,,Engineering,E&T,S
AP1812606,60,45,181,151,1978,A,P,$600 ,,Mathematics,M&C,S
AP55578,23,29,55,41,2010,A,P,$600 ,,Mathematics,M&C,S
AP746303,27,33,34,74,2010,A,P,$600 ,,Mathematics,M&C,S
AP1263462,16,126,,,2013,A,P,$600 ,,Mathematics,M&C,S
AP475774,47,19,,,2013,A,P,$600 ,,Mathematics,M&C,S
AP57139,36,57,,,2013,A,P,$600 ,,Mathematics,M&C,S
AP208360,110,208,164,140,1960,A,P,$600 ,,Medicine,M,M
AP1639156,45,163,114,95,1985,A,P,$600 ,,Medicine,M,M
AP4898992,87,404,489,389,2007,A,P,$600 ,,Medicine,M,M
AP1055859,20,80,69,105,2008,A,P,$600 ,,Medicine,M,M
AP526216,16,32,35,52,2009,A,P,$600 ,,Medicine,M,M
AP442608,21,44,,,2013,A,P,$600 ,,Medicine,M,M
AP373472,17,28,37,18,2010,A,P,$600 ,,Physics,Sci,S
AP39250,19,18,39,35,2010,A,P,$600 ,,Physics,Sci,S
AP54653,14,24,54,22,2010,A,P,$600 ,,Physics,Sci,S
AP1073435,36,26,107,60,2010,A,P,$600 ,,Technology,E&T,S
AP66897,6,6,6,,2012,A,P,$600 ,,Technology,E&T,S
AP166649,5,16,15,6,2005,A,P,$595 ,,Ecology,E&L,S
AP426233,42,21,,,2013,A,P,$595 ,,Medicine,M,M
AP646094,64,56,50,45,2002,A,P,$583 ,,Zoology,E&L,S
AP352250,6,25,35,24,2000,A,P,$565 ,,Education,SS,H
AP568417,26,32,42,56,2010,A,P,$564 ,,Biology,B,M
AP607961,26,60,54,4,2011,A,P,$564 ,,Biology,B,M
AP618799,17,35,61,21,2009,A,P,$564 ,,Computer science,M&C,S
AP398811,7,39,9,22,2010,A,P,$564 ,,Economics,SS,H
AP464400,25,32,46,24,2010,A,P,$564 ,,Engineering,E&T,S
AP402486,19,40,39,40,1997,A,P,$564 ,,Medicine,M,M
AP499131,16,39,38,49,2009,A,P,$564 ,,Medicine,M,M
AP405750,23,13,33,40,2009,A,P,$564 ,,Physics,Sci,S
AP78110,24,47,78,44,2010,A,P,$564 ,,Zoology,E&L,S
AP973020,50,93,87,97,2010,A,P,$560 ,,Medicine,M,M
AP2462645,62,246,160,223,1996,A,P,$555 ,,Earth Sciences,E&L,S
AP484067,11,48,13,,2012,A,P,$555 ,,Technology,E&T,S
AP702702,31,38,70,,2012,A,P,$552 ,,Biology,B,M
AP973787,13,32,97,29,2011,A,P,$552 ,,Chemistry,Sci,S
AP757317,20,75,38,1,2011,A,P,$552 ,,Medicine,M,M
AP358993,24,25,26,35,2010,A,P,$552 ,,Physics,Sci,S
AP566338,20,41,56,3,2011,A,P,$552 ,,Science,Sci,S
AP687515,23,68,43,28,2011,A,P,$552 ,,Zoology,E&L,S
AP3581211,152,307,327,358,2004,A,P,$550 ,,Agriculture,E&L,S
AP208413,2,6,9,20,2006,A,P,$550 ,,Biology,B,M
AP531335,15,34,28,53,2007,A,P,$550 ,,Biology,B,M
AP1207763,54,108,108,120,2008,A,P,$550 ,,Biology,B,M
AP13147538,41,480,1220,1314,2007,A,P,$550 ,,Economics,SS,H
AP7844527,61,320,452,784,2006,A,P,$550 ,,Science,Sci,S
AP361151,7,36,35,34,2010,A,P,$540 ,,Psychology,SS,H
AP808172,27,80,53,60,2006,A,P,$536 ,,Physics,Sci,S
AP1005786,48,100,96,96,1994,A,P,$535 ,,Agriculture,E&L,S
AP1018856,45,85,93,101,1965,A,P,$513 ,,Agriculture,E&L,S
AP514249,31,51,46,44,2000,A,P,$500 ,,Agriculture,E&L,S
AP182333,9,18,,,2013,A,P,$500 ,,Agriculture,E&L,S
AP235647,5,21,23,23,2003,A,P,$500 ,"""if funds available""",Anthropology,SS,H
AP335070,12,32,31,33,1986,A,P,$500 ,,Biology,B,M
AP48607,25,48,39,43,1994,A,P,$500 ,,Biology,B,M
AP9052757,380,780,845,905,1980,A,P,$500 ,,Chemistry,Sci,S
AP115571,5,4,11,7,1988,A,P,$500 ,,Earth Sciences,E&L,S
AP687418,30,65,68,63,2001,A,P,$500 ,,Engineering,E&T,S
AP393773,29,32,35,39,1997,A,P,$500 ,,Medicine,M,M
AP1139136,50,113,111,100,2003,A,P,$500 ,,Medicine,M,M
AP307052,14,28,30,26,2007,A,P,$500 ,,Medicine,M,M
AP906107,41,90,75,81,2009,A,P,$500 ,,Medicine,M,M
AP216142,17,16,21,11,2011,A,P,$500 ,,Medicine,M,M
AP262629,24,26,,,2013,A,P,$500 ,,Medicine,M,M
AP4267,25,42,40,20,2010,A,P,$500 ,,Physics,Sci,S
AP128849,,8,12,11,2006,A,P,$500 ,,Psychology,SS,H
AP195421,8,18,19,17,2008,A,P,$500 ,,Sociology,SS,H
AP151287,8,15,14,13,2000,A,P,$500 ,,Zoology,E&L,S
AP248859,13,24,19,16,2009,A,P,$498 ,,Medicine,M,M
AP249231,9,12,24,11,2009,A,P,$498 ,,Medicine,M,M
AP272029,11,16,26,27,2009,A,P,$498 ,,Medicine,M,M
AP374159,9,19,37,34,2009,A,P,$498 ,,Medicine,M,M
AP385203,19,38,36,18,2009,A,P,$498 ,,Medicine,M,M
AP612914,24,61,56,55,2009,A,P,$498 ,,Medicine,M,M
AP4012257,218,401,221,252,2006,A,P,$490 ,,Computer science,M&C,S
AP4206328,210,420,385,250,2006,A,P,$490 ,,Computer science,M&C,S
AP4508809,205,450,350,300,2006,A,P,$490 ,,Computer science,M&C,S
AP1564354,97,156,36,54,2006,A,P,$490 ,,Media & Communications,H,H
AP1263714,80,126,22,,2012,A,P,$475 ,,Medicine,M,M
AP225006,8,22,17,12,2002,A,P,$467 ,,Biology,B,M
AP167437,87,159,167,146,1992,A,P,$467 ,,Engineering,E&T,S
AP1649272,82,164,35,,2012,A,P,$463 ,,Medicine,M,M
AP539858,14,44,47,53,2009,A,P,$461 ,,Medicine,M,M
AP536734,26,47,53,50,2010,A,P,$461 ,,Medicine,M,M
AP565638,15,35,49,56,2010,A,P,$461 ,,Medicine,M,M
AP31457,14,18,31,10,2011,A,P,$461 ,,Medicine,M,M
AP389288,12,23,38,34,2011,A,P,$461 ,,Medicine,M,M
AP448621,14,33,44,40,2011,A,P,$461 ,,Medicine,M,M
AP207439,8,18,20,,2012,A,P,$461 ,,Medicine,M,M
AP223651,12,17,22,,2012,A,P,$461 ,,Medicine,M,M
AP243091,19,19,24,,2012,A,P,$461 ,,Medicine,M,M
AP264310,14,14,26,,2012,A,P,$461 ,,Medicine,M,M
AP405762,10,30,40,40,1999,A,P,$456 ,,Zoology,E&L,S
AP472449,27,47,35,36,2006,A,P,$450 ,,Medicine,M,M
AP603567,30,60,60,60,1995,A,P,$445 ,,Agriculture,E&L,S
AP1775721,76,177,52,19,2007,A,P,$440 ,,Computer science,M&C,S
AP2047098,186,204,62,40,2007,A,P,$440 ,,Computer science,M&C,S
AP1063860,92,106,71,25,2008,A,P,$440 ,,Computer science,M&C,S
AP157106,117,157,53,45,2008,A,P,$440 ,,Computer science,M&C,S
AP609470,60,55,31,24,2008,A,P,$440 ,,Computer science,M&C,S
AP814739,81,80,22,22,2008,A,P,$440 ,,Computer science,M&C,S
AP946733,64,94,43,36,2008,A,P,$440 ,,Computer science,M&C,S
AP2336012,233,201,128,22,2006,A,P,$440 ,,Media & Communications,H,H
AP1909555,117,190,107,30,2007,A,P,$440 ,,Technology,E&T,S
AP58664,51,58,47,50,2006,A,P,$437 ,,Medicine,M,M
AP454396,14,24,45,30,1968,A,P,$436 ,,Biology,B,M
AP556013,20,55,45,,2012,A,P,$436 ,,Biology,B,M
AP43406,17,37,42,43,2011,A,P,$436 ,,Medicine,M,M
AP143179,8,12,11,14,1992,A,P,$432 ,,Medicine,M,M
AP901523,42,90,90,86,1997,A,P,$420 ,,Medicine,M,M
AP907233,18,43,81,90,1984,A,P,$419 ,,Biology,B,M
AP75316,,4,7,7,1990,A,P,$418 ,,Anthropology,SS,H
AP84441,,7,8,8,1997,A,P,$418 ,,Anthropology,SS,H
AP115841,2,2,10,11,2006,A,P,$418 ,,Miscellany,Gen,G
AP808228,24,65,80,62,2008,A,P,$414 ,,Agriculture,E&L,S
AP322191,21,32,22,5,2011,A,P,$408 ,,Earth Sciences,E&L,S
AP5058143,297,499,505,400,2008,A,P,$401 ,,Zoology,E&L,S
AP1705753,33,125,105,170,1949,A,P,$400 ,,Biology,B,M
AP1416932,97,141,89,29,2011,A,P,$400 ,,Biology,B,M
AP10433332,1043,220,528,470,2010,A,P,$400 ,,Computer science,M&C,S
AP539339,19,42,53,39,1984,A,P,$400 ,,Earth Sciences,E&L,S
AP519729,15,44,51,32,2011,A,P,$400 ,,Engineering,E&T,S
AP21638,9,15,15,21,2007,A,P,$400 ,,Library Science,SS,H
AP609269,26,60,35,40,1964,A,P,$400 ,,Medicine,M,M
AP1503484,90,120,150,120,1997,A,P,$400 ,,Medicine,M,M
AP549428,29,54,51,48,2005,A,P,$400 ,Subscription (required),Medicine,M,M
AP358313,21,35,30,7,2006,A,P,$400 ,,Medicine,M,M
AP499711,17,29,30,49,2008,A,P,$400 ,,Medicine,M,M
AP2203088,134,220,216,187,2010,A,P,$400 ,,Medicine,M,M
AP876175,38,82,87,65,2011,A,P,$400 ,,Medicine,M,M
AP1088491,50,108,106,106,2009,A,P,$400 ,,Physics,Sci,S
AP1802064,76,176,178,180,1995,A,P,$400 ,,Zoology,E&L,S
AP44344,28,42,44,42,1995,A,P,$400 ,,Zoology,E&L,S
AP125258,12,6,5,5,1991,A,P,$394 ,,Anthropology,SS,H
AP3485009,20,63,55,348,2005,A,P,$387 ,,Medicine,M,M
AP225284,10,22,18,18,2008,A,P,$385 ,,Zoology,E&L,S
AP483271,21,43,44,48,2003,A,P,$379 ,,Medicine,M,M
AP1238913,123,79,,,2013,A,P,$375 ,,Biology,B,M
AP1465311,93,140,146,114,2005,A,P,$374 ,,Medicine,M,M
AP15614,4,15,6,6,2011,A,P,$369 ,,Ecology,E&L,S
AP1199669,29,119,49,,2012,A,P,$360 ,,Medicine,M,M
AP3603837,180,360,360,360,1995,A,P,$360 ,,Zoology,E&L,S
AP641981,20,50,63,64,2003,A,P,$360 ,,Zoology,E&L,S
AP2747268,89,274,154,200,2010,A,P,$353 ,,Language & Literature,H,H
AP4006676,173,360,400,320,2011,A,P,$353 ,,Language & Literature,H,H
AP1463821,48,146,105,45,2011,A,P,$350 ,,Computer science,M&C,S
AP148104,46,114,148,74,2011,A,P,$350 ,,Computer science,M&C,S
AP1504352,57,135,150,72,2011,A,P,$350 ,,Computer science,M&C,S
AP1782805,53,117,178,79,2011,A,P,$350 ,,Computer science,M&C,S
AP1486391,45,148,106,,2012,A,P,$350 ,,Computer science,M&C,S
AP158230,45,158,121,,2012,A,P,$350 ,,Computer science,M&C,S
AP692407,33,69,,,2013,A,P,$350 ,,Computer science,M&C,S
AP835312,38,83,,,2013,A,P,$350 ,,Computer science,M&C,S
AP1478935,65,147,115,90,2010,A,P,$350 ,,Ecology,E&L,S
AP288956,,28,23,12,2010,A,P,$350 ,,Economics,SS,H
AP907417,55,81,87,90,2010,A,P,$350 ,,Economics,SS,H
AP875551,31,87,,,2013,A,P,$350 ,,Economics,SS,H
AP1898662,51,156,189,117,2009,A,P,$350 ,,Engineering,E&T,S
AP993560,54,92,99,85,2011,A,P,$350 ,,Engineering,E&T,S
AP789124,43,78,,,2013,A,P,$350 ,,Engineering,E&T,S
AP852402,38,85,,,2013,A,P,$350 ,,Engineering,E&T,S
AP924074,39,92,52,55,1999,A,P,$350 ,,Science,Sci,S
AP1283285,50,128,121,58,2011,A,P,$350 ,,Sociology,SS,H
AP724924,26,50,60,72,2008,A,P,$348 ,,Medicine,M,M
AP2669024,123,266,249,259,2008,A,P,$340 ,,Agriculture,E&L,S
AP111306,2,11,,,2013,A,P,$340 ,,Ecology,E&L,S
AP29787,3,8,29,16,2008,A,P,$340 ,,Engineering,E&T,S
AP2403576,37,95,240,240,2006,A,P,$340 ,,Mathematics,M&C,S
AP3407076,120,200,300,340,2006,A,P,$340 ,,Mathematics,M&C,S
AP3209723,140,320,300,240,2007,A,P,$340 ,,Mathematics,M&C,S
AP7194962,400,719,650,350,2007,A,P,$340 ,,Mathematics,M&C,S
AP179984,9,17,,,2013,A,P,$340 ,,Mathematics,M&C,S
AP145259,4,14,,,2013,A,P,$340 ,,Physics,Sci,S
AP413795,17,41,8,,2012,A,P,$338 ,,Agriculture,E&L,S
AP491831,24,49,5,,2012,A,P,$338 ,,Agriculture,E&L,S
AP321145,15,32,15,4,2011,A,P,$338 ,,Biology,B,M
AP441588,15,21,44,37,1997,A,P,$338 ,,Chemistry,Sci,S
AP432037,15,18,43,36,2010,A,P,$338 ,,Computer science,M&C,S
AP315321,8,31,14,,2012,A,P,$338 ,,Computer science,M&C,S
AP258910,3,25,17,2,2011,A,P,$338 ,,Earth Sciences,E&L,S
AP255164,12,25,19,1,2011,A,P,$338 ,,Education,SS,H
AP195729,11,18,16,19,2011,A,P,$338 ,,Engineering,E&T,S
AP27246,27,23,27,8,2011,A,P,$338 ,,Engineering,E&T,S
AP387508,16,22,38,6,2011,A,P,$338 ,,Engineering,E&T,S
AP393352,27,39,27,5,2011,A,P,$338 ,,Engineering,E&T,S
AP512461,7,15,51,21,2010,A,P,$338 ,,Medicine,M,M
AP671266,26,45,67,43,2010,A,P,$338 ,,Religion,H,H
AP402398,18,27,40,28,2011,A,P,$338 ,,Science,Sci,S
AP356060,19,35,24,1,2011,A,P,$338 ,,Sociology,SS,H
AP65737,11,51,65,43,2011,A,P,$336 ,,Medicine,M,M
AP112803,112,106,93,81,2004,A,P,$335 ,,Medicine,M,M
AP104156,4,10,,,2013,A,P,$334 ,,Media & Communications,H,H
AP39441,14,39,26,1,2011,A,P,$331 ,,Arts & Architecture,H,H
AP502300,30,50,34,3,2011,A,P,$331 ,,Biology,B,M
AP677464,14,67,47,,2012,A,P,$331 ,,Biology,B,M
AP597444,12,59,32,9,2011,A,P,$331 ,,Chemistry,Sci,S
AP468058,15,46,36,17,2008,A,P,$331 ,,Mathematics,M&C,S
AP348628,12,26,34,13,2011,A,P,$331 ,,Medicine,M,M
AP429636,9,42,13,1,2011,A,P,$331 ,,Medicine,M,M
AP31580,16,31,15,,2012,A,P,$331 ,,Medicine,M,M
AP324879,17,32,5,,2012,A,P,$331 ,,Medicine,M,M
AP279905,5,24,27,25,2007,A,P,$330 ,,Agriculture,E&L,S
AP5677794,220,567,337,276,2004,A,P,$325 ,,Earth Sciences,E&L,S
AP755937,45,75,75,55,2005,A,P,$325 ,,Earth Sciences,E&L,S
AP1606912,68,145,160,70,2008,A,P,$325 ,,Earth Sciences,E&L,S
AP3606054,160,360,315,360,1997,A,P,$325 ,,Ecology,E&L,S
AP7695700,397,669,769,708,2001,A,P,$325 ,,Ecology,E&L,S
AP1785808,80,178,140,95,2005,A,P,$325 ,,Ecology,E&L,S
AP1336635,84,133,105,76,2007,A,P,$325 ,,Ecology,E&L,S
AP2184403,133,218,198,173,2008,A,P,$325 ,,Ecology,E&L,S
AP1098865,32,104,109,90,1999,A,P,$320 ,,Agriculture,E&L,S
AP738049,19,55,50,73,2004,A,P,$313 ,,Medicine,M,M
AP456149,11,45,31,2,2011,A,P,$310 ,,Agriculture,E&L,S
AP469181,17,46,19,1,2011,A,P,$310 ,,Agriculture,E&L,S
AP282407,14,28,27,23,2000,A,P,$300 ,,Agriculture,E&L,S
AP782148,10,23,70,78,2009,A,P,$300 ,,Agriculture,E&L,S
AP144693,12,14,8,11,1997,A,P,$300 ,,Biology,B,M
AP311862,11,22,25,31,2005,A,P,$300 ,,Biology,B,M
AP1092338,23,49,108,109,2009,A,P,$300 ,,Biology,B,M
AP165040,1,9,14,16,2009,A,P,$300 ,,Biology,B,M
AP261449,24,26,19,15,2011,A,P,$300 ,,Biology,B,M
AP188439,,17,14,18,2009,A,P,$300 ,,Computer science,M&C,S
AP258000,12,19,21,25,2011,A,P,$300 ,,Computer science,M&C,S
AP1207466,40,96,120,60,2009,A,P,$300 ,,Ecology,E&L,S
AP159497,2,11,15,15,2009,A,P,$300 ,,Economics,SS,H
AP437351,16,37,43,38,2009,A,P,$300 ,,Economics,SS,H
AP464101,17,46,30,28,2009,A,P,$300 ,,Economics,SS,H
AP271232,15,27,15,19,2010,A,P,$300 ,,Economics,SS,H
AP414371,19,36,24,41,2010,A,P,$300 ,,Economics,SS,H
AP643027,39,62,62,64,2010,A,P,$300 ,,Economics,SS,H
AP674560,51,67,38,13,2011,A,P,$300 ,,Economics,SS,H
AP496500,32,49,37,,2012,A,P,$300 ,,Economics,SS,H
AP639234,26,48,63,40,2011,A,P,$300 ,,Education,SS,H
AP714113,25,71,67,35,2011,A,P,$300 ,,Education,SS,H
AP515696,43,51,,,2013,A,P,$300 ,,Education,SS,H
AP688837,158,688,47,61,2009,A,P,$300 ,,Engineering,E&T,S
AP7202492,390,720,720,180,2009,A,P,$300 ,,Engineering,E&T,S
AP3685533,180,368,302,249,2006,A,P,$300 ,,Medicine,M,M
AP100417,26,67,100,100,2009,A,P,$300 ,,Medicine,M,M
AP1095900,55,109,74,15,2011,A,P,$300 ,,Medicine,M,M
AP1106957,45,110,60,24,2011,A,P,$300 ,,Medicine,M,M
AP1224676,54,122,44,26,2011,A,P,$300 ,,Medicine,M,M
AP1232746,42,123,66,24,2011,A,P,$300 ,,Medicine,M,M
AP1372320,76,137,92,34,2011,A,P,$300 ,,Medicine,M,M
AP1376051,62,137,96,28,2011,A,P,$300 ,,Medicine,M,M
AP1649535,80,164,95,25,2011,A,P,$300 ,,Medicine,M,M
AP2048623,106,204,67,5,2011,A,P,$300 ,,Medicine,M,M
AP263446,18,24,26,15,2011,A,P,$300 ,,Medicine,M,M
AP308215,18,26,30,21,2011,A,P,$300 ,,Medicine,M,M
AP308955,14,30,23,15,2011,A,P,$300 ,,Medicine,M,M
AP3616055,140,263,361,232,2011,A,P,$300 ,,Medicine,M,M
AP37108,30,37,33,15,2011,A,P,$300 ,,Medicine,M,M
AP383823,16,38,30,20,2011,A,P,$300 ,,Medicine,M,M
AP394695,17,27,39,15,2011,A,P,$300 ,,Medicine,M,M
AP494388,20,49,30,12,2011,A,P,$300 ,,Medicine,M,M
AP514357,29,51,35,12,2011,A,P,$300 ,,Medicine,M,M
AP528471,22,35,52,26,2011,A,P,$300 ,,Medicine,M,M
AP562009,20,56,47,16,2011,A,P,$300 ,,Medicine,M,M
AP584206,21,58,47,23,2011,A,P,$300 ,,Medicine,M,M
AP602453,17,60,50,29,2011,A,P,$300 ,,Medicine,M,M
AP616933,38,61,60,20,2011,A,P,$300 ,,Medicine,M,M
AP619068,21,53,61,34,2011,A,P,$300 ,,Medicine,M,M
AP655261,39,65,44,26,2011,A,P,$300 ,,Medicine,M,M
AP732131,31,73,44,17,2011,A,P,$300 ,,Medicine,M,M
